n,a,u,v,s,t,scaled,residual
26,13,7,11,57344,90112,5867.3515799299275,0.716229440909415
26,13,7,13,57344,106496,5904.737845570235,0.7207931940393353
26,13,7,15,57344,122880,5863.11493339601,0.7157122721430677
26,13,7,17,57344,139264,5832.136217888822,0.7119306906602566
26,13,7,19,57344,155648,5887.370620281369,0.7186731714210656
26,13,9,11,73728,90112,5849.410646630862,0.7140393855750564
26,13,9,13,73728,106496,5897.668340286038,0.719930217320073
26,13,9,17,73728,139264,5817.876493329043,0.7101900016270805
26,13,9,19,73728,155648,5912.371664869949,0.72172505674682
26,13,11,13,90112,106496,5876.918838436875,0.7173973191451264
26,13,11,15,90112,122880,5825.230149490664,0.7110876647327471
26,13,11,17,90112,139264,5818.410424543994,0.710255178777343
26,13,11,19,90112,155648,5846.110482665074,0.7136365335284515
26,13,13,15,106496,122880,5865.504517738418,0.7160039694504905
26,13,13,17,106496,139264,5811.025628311494,0.7093537143934929
26,13,13,19,106496,155648,5886.185384268447,0.7185284892905819
26,13,15,17,122880,139264,6560.876134051634,0.8008881999574748
26,14,3,5,49152,81920,15531.206149998507,0.9479495941161198
26,14,3,7,49152,114688,15551.050046013654,0.949160769410013
26,14,3,11,49152,180224,15468.023192076624,0.9440932124070205
26,14,3,13,49152,212992,15458.805149331905,0.9435305877277774
26,14,3,17,49152,278528,15466.473446865764,0.943998623465928
26,14,3,19,49152,311296,15430.991903063303,0.9418330018959535
26,14,5,7,81920,114688,15451.288184869993,0.9430717886273189
26,14,5,9,81920,147456,15486.473921752391,0.9452193555757075
26,14,5,11,81920,180224,15444.095430031753,0.942632777711899
26,14,5,13,81920,212992,15665.73361267794,0.956160498820675
26,14,5,17,81920,278528,15749.413270279329,0.9612678997973223
26,14,5,19,81920,311296,15398.388683757345,0.9398430593113614
26,14,7,9,114688,147456,16398.920512877154,1.0009106758347872
26,14,7,11,114688,180224,15448.828739576842,0.9429216759995631
26,14,7,13,114688,212992,15618.083196592323,0.9532521482295119
26,14,7,15,114688,245760,15391.191072414515,0.939403751978425
26,14,7,17,114688,278528,15289.128051314821,0.9331743195382581
26,14,7,19,114688,311296,15436.308478641118,0.9421574999170604
26,14,9,11,147456,180224,15380.458534665953,0.9387486898599825
26,14,9,13,147456,212992,15589.93793052805,0.9515342975175812
26,14,9,17,147456,278528,15245.387964887585,0.9305046365287832
26,14,9,19,147456,311296,15455.157182093704,0.9433079334773989
26,14,11,13,180224,212992,15439.297637269223,0.9423399436809828
26,14,11,15,180224,245760,15268.083433195376,0.9318898579831162
26,14,11,17,180224,278528,15245.862021765108,0.9305335706643743
26,14,11,19,180224,311296,15408.56212945376,0.9404639971590429
26,14,13,15,212992,245760,15404.260767528993,0.940201462861877
26,14,13,17,212992,278528,15208.528387710383,0.9282549064764638
26,14,13,19,212992,311296,15608.042714347604,0.9526393258268802
26,14,15,17,245760,278528,17418.153330815174,1.063119710132762
